cluster_1	cluster_2	Jaccard	Overlap
dump.out.ecoli60.mci.I60_673	dump.out.ecoli60.mci.I14_56	0.2857142857142857	1.0
dump.out.ecoli60.mci.I60_676	dump.out.ecoli60.mci.I14_3	0.004739336492890996	1.0
dump.out.ecoli60.mci.I60_677	dump.out.ecoli60.mci.I14_162	0.6666666666666666	1.0
dump.out.ecoli60.mci.I60_679	dump.out.ecoli60.mci.I14_208	1.0	1.0
dump.out.ecoli60.mci.I60_680	dump.out.ecoli60.mci.I14_154	0.6666666666666666	1.0
dump.out.ecoli60.mci.I60_681	dump.out.ecoli60.mci.I14_4	0.007633587786259542	1.0
dump.out.ecoli60.mci.I60_682	dump.out.ecoli60.mci.I14_7	0.02857142857142857	1.0
dump.out.ecoli60.mci.I60_683	dump.out.ecoli60.mci.I14_5	0.0106951871657754	1.0
dump.out.ecoli60.mci.I60_684	dump.out.ecoli60.mci.I14_209	1.0	1.0
dump.out.ecoli60.mci.I60_685	dump.out.ecoli60.mci.I14_1	0.0018709073900841909	1.0
dump.out.ecoli60.mci.I60_687	dump.out.ecoli60.mci.I14_210	1.0	1.0
dump.out.ecoli60.mci.I60_688	dump.out.ecoli60.mci.I14_16	0.07142857142857142	1.0
dump.out.ecoli60.mci.I60_689	dump.out.ecoli60.mci.I14_2	0.0047169811320754715	1.0
dump.out.ecoli60.mci.I60_690	dump.out.ecoli60.mci.I14_164	0.6666666666666666	1.0
dump.out.ecoli60.mci.I60_691	dump.out.ecoli60.mci.I14_1	0.0018709073900841909	1.0
dump.out.ecoli60.mci.I60_692	dump.out.ecoli60.mci.I14_7	0.02857142857142857	1.0
dump.out.ecoli60.mci.I60_693	dump.out.ecoli60.mci.I14_3	0.004739336492890996	1.0
dump.out.ecoli60.mci.I60_694	dump.out.ecoli60.mci.I14_3	0.004739336492890996	1.0
dump.out.ecoli60.mci.I60_695	dump.out.ecoli60.mci.I14_6	0.022222222222222223	1.0
dump.out.ecoli60.mci.I60_697	dump.out.ecoli60.mci.I14_211	1.0	1.0
dump.out.ecoli60.mci.I60_698	dump.out.ecoli60.mci.I14_3	0.004739336492890996	1.0
dump.out.ecoli60.mci.I60_699	dump.out.ecoli60.mci.I14_3	0.004739336492890996	1.0
dump.out.ecoli60.mci.I60_700	dump.out.ecoli60.mci.I14_1	0.0018709073900841909	1.0
dump.out.ecoli60.mci.I60_701	dump.out.ecoli60.mci.I14_1	0.0018709073900841909	1.0
dump.out.ecoli60.mci.I60_702	dump.out.ecoli60.mci.I14_24	0.1111111111111111	1.0
dump.out.ecoli60.mci.I60_703	dump.out.ecoli60.mci.I14_96	0.4	1.0
dump.out.ecoli60.mci.I60_704	dump.out.ecoli60.mci.I14_212	1.0	1.0
dump.out.ecoli60.mci.I60_705	dump.out.ecoli60.mci.I14_3	0.004739336492890996	1.0
dump.out.ecoli60.mci.I60_706	dump.out.ecoli60.mci.I14_213	1.0	1.0
dump.out.ecoli60.mci.I60_707	dump.out.ecoli60.mci.I14_1	0.0018709073900841909	1.0
dump.out.ecoli60.mci.I60_708	dump.out.ecoli60.mci.I14_165	0.6666666666666666	1.0
dump.out.ecoli60.mci.I60_709	dump.out.ecoli60.mci.I14_3	0.004739336492890996	1.0
dump.out.ecoli60.mci.I60_711	dump.out.ecoli60.mci.I14_6	0.022222222222222223	1.0
dump.out.ecoli60.mci.I60_712	dump.out.ecoli60.mci.I14_214	1.0	1.0
dump.out.ecoli60.mci.I60_713	dump.out.ecoli60.mci.I14_1	0.0018709073900841909	1.0
dump.out.ecoli60.mci.I60_714	dump.out.ecoli60.mci.I14_3	0.004739336492890996	1.0
dump.out.ecoli60.mci.I60_715	dump.out.ecoli60.mci.I14_20	0.08333333333333333	1.0
dump.out.ecoli60.mci.I60_716	dump.out.ecoli60.mci.I14_215	1.0	1.0
dump.out.ecoli60.mci.I60_717	dump.out.ecoli60.mci.I14_134	0.6666666666666666	1.0
dump.out.ecoli60.mci.I60_718	dump.out.ecoli60.mci.I14_216	1.0	1.0
dump.out.ecoli60.mci.I60_719	dump.out.ecoli60.mci.I14_17	0.07142857142857142	1.0
dump.out.ecoli60.mci.I60_720	dump.out.ecoli60.mci.I14_22	0.08695652173913043	1.0
dump.out.ecoli60.mci.I60_721	dump.out.ecoli60.mci.I14_5	0.0106951871657754	1.0
dump.out.ecoli60.mci.I60_722	dump.out.ecoli60.mci.I14_217	1.0	1.0
dump.out.ecoli60.mci.I60_723	dump.out.ecoli60.mci.I14_156	0.6666666666666666	1.0
dump.out.ecoli60.mci.I60_724	dump.out.ecoli60.mci.I14_6	0.022222222222222223	1.0
dump.out.ecoli60.mci.I60_725	dump.out.ecoli60.mci.I14_2	0.0047169811320754715	1.0
dump.out.ecoli60.mci.I60_726	dump.out.ecoli60.mci.I14_4	0.007633587786259542	1.0
dump.out.ecoli60.mci.I60_727	dump.out.ecoli60.mci.I14_218	1.0	1.0
dump.out.ecoli60.mci.I60_728	dump.out.ecoli60.mci.I14_121	0.6666666666666666	1.0
dump.out.ecoli60.mci.I60_729	dump.out.ecoli60.mci.I14_3	0.004739336492890996	1.0
dump.out.ecoli60.mci.I60_730	dump.out.ecoli60.mci.I14_1	0.0018709073900841909	1.0
dump.out.ecoli60.mci.I60_731	dump.out.ecoli60.mci.I14_9	0.0392156862745098	1.0
dump.out.ecoli60.mci.I60_732	dump.out.ecoli60.mci.I14_219	1.0	1.0
dump.out.ecoli60.mci.I60_733	dump.out.ecoli60.mci.I14_220	1.0	1.0
dump.out.ecoli60.mci.I60_734	dump.out.ecoli60.mci.I14_221	1.0	1.0
dump.out.ecoli60.mci.I60_735	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_736	dump.out.ecoli60.mci.I14_222	1.0	1.0
dump.out.ecoli60.mci.I60_737	dump.out.ecoli60.mci.I14_223	1.0	1.0
dump.out.ecoli60.mci.I60_738	dump.out.ecoli60.mci.I14_224	1.0	1.0
dump.out.ecoli60.mci.I60_739	dump.out.ecoli60.mci.I14_225	1.0	1.0
dump.out.ecoli60.mci.I60_740	dump.out.ecoli60.mci.I14_226	1.0	1.0
dump.out.ecoli60.mci.I60_741	dump.out.ecoli60.mci.I14_5	0.0053475935828877	1.0
dump.out.ecoli60.mci.I60_742	dump.out.ecoli60.mci.I14_227	1.0	1.0
dump.out.ecoli60.mci.I60_743	dump.out.ecoli60.mci.I14_228	1.0	1.0
dump.out.ecoli60.mci.I60_744	dump.out.ecoli60.mci.I14_5	0.0053475935828877	1.0
dump.out.ecoli60.mci.I60_745	dump.out.ecoli60.mci.I14_229	1.0	1.0
dump.out.ecoli60.mci.I60_746	dump.out.ecoli60.mci.I14_230	1.0	1.0
dump.out.ecoli60.mci.I60_747	dump.out.ecoli60.mci.I14_10	0.02	1.0
dump.out.ecoli60.mci.I60_748	dump.out.ecoli60.mci.I14_231	1.0	1.0
dump.out.ecoli60.mci.I60_749	dump.out.ecoli60.mci.I14_5	0.0053475935828877	1.0
dump.out.ecoli60.mci.I60_750	dump.out.ecoli60.mci.I14_232	1.0	1.0
dump.out.ecoli60.mci.I60_751	dump.out.ecoli60.mci.I14_233	1.0	1.0
dump.out.ecoli60.mci.I60_752	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_753	dump.out.ecoli60.mci.I14_234	1.0	1.0
dump.out.ecoli60.mci.I60_754	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_755	dump.out.ecoli60.mci.I14_235	1.0	1.0
dump.out.ecoli60.mci.I60_756	dump.out.ecoli60.mci.I14_236	1.0	1.0
dump.out.ecoli60.mci.I60_757	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_758	dump.out.ecoli60.mci.I14_16	0.03571428571428571	1.0
dump.out.ecoli60.mci.I60_759	dump.out.ecoli60.mci.I14_237	1.0	1.0
dump.out.ecoli60.mci.I60_760	dump.out.ecoli60.mci.I14_238	1.0	1.0
dump.out.ecoli60.mci.I60_761	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_762	dump.out.ecoli60.mci.I14_239	1.0	1.0
dump.out.ecoli60.mci.I60_763	dump.out.ecoli60.mci.I14_240	1.0	1.0
dump.out.ecoli60.mci.I60_764	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_765	dump.out.ecoli60.mci.I14_241	1.0	1.0
dump.out.ecoli60.mci.I60_766	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_767	dump.out.ecoli60.mci.I14_242	1.0	1.0
dump.out.ecoli60.mci.I60_768	dump.out.ecoli60.mci.I14_37	0.1	1.0
dump.out.ecoli60.mci.I60_769	dump.out.ecoli60.mci.I14_243	1.0	1.0
dump.out.ecoli60.mci.I60_770	dump.out.ecoli60.mci.I14_244	1.0	1.0
dump.out.ecoli60.mci.I60_771	dump.out.ecoli60.mci.I14_29	0.08333333333333333	1.0
dump.out.ecoli60.mci.I60_772	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_773	dump.out.ecoli60.mci.I14_245	1.0	1.0
dump.out.ecoli60.mci.I60_774	dump.out.ecoli60.mci.I14_29	0.08333333333333333	1.0
dump.out.ecoli60.mci.I60_775	dump.out.ecoli60.mci.I14_246	1.0	1.0
dump.out.ecoli60.mci.I60_776	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_777	dump.out.ecoli60.mci.I14_7	0.014285714285714285	1.0
dump.out.ecoli60.mci.I60_778	dump.out.ecoli60.mci.I14_247	1.0	1.0
dump.out.ecoli60.mci.I60_779	dump.out.ecoli60.mci.I14_248	1.0	1.0
dump.out.ecoli60.mci.I60_780	dump.out.ecoli60.mci.I14_5	0.0053475935828877	1.0
dump.out.ecoli60.mci.I60_781	dump.out.ecoli60.mci.I14_249	1.0	1.0
dump.out.ecoli60.mci.I60_782	dump.out.ecoli60.mci.I14_250	1.0	1.0
dump.out.ecoli60.mci.I60_783	dump.out.ecoli60.mci.I14_21	0.043478260869565216	1.0
dump.out.ecoli60.mci.I60_784	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_785	dump.out.ecoli60.mci.I14_251	1.0	1.0
dump.out.ecoli60.mci.I60_786	dump.out.ecoli60.mci.I14_252	1.0	1.0
dump.out.ecoli60.mci.I60_787	dump.out.ecoli60.mci.I14_128	0.3333333333333333	1.0
dump.out.ecoli60.mci.I60_788	dump.out.ecoli60.mci.I14_253	1.0	1.0
dump.out.ecoli60.mci.I60_789	dump.out.ecoli60.mci.I14_86	0.2	1.0
dump.out.ecoli60.mci.I60_790	dump.out.ecoli60.mci.I14_254	1.0	1.0
dump.out.ecoli60.mci.I60_791	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_792	dump.out.ecoli60.mci.I14_7	0.014285714285714285	1.0
dump.out.ecoli60.mci.I60_793	dump.out.ecoli60.mci.I14_38	0.1	1.0
dump.out.ecoli60.mci.I60_794	dump.out.ecoli60.mci.I14_255	1.0	1.0
dump.out.ecoli60.mci.I60_795	dump.out.ecoli60.mci.I14_256	1.0	1.0
dump.out.ecoli60.mci.I60_796	dump.out.ecoli60.mci.I14_31	0.09090909090909091	1.0
dump.out.ecoli60.mci.I60_797	dump.out.ecoli60.mci.I14_257	1.0	1.0
dump.out.ecoli60.mci.I60_798	dump.out.ecoli60.mci.I14_258	1.0	1.0
dump.out.ecoli60.mci.I60_799	dump.out.ecoli60.mci.I14_259	1.0	1.0
dump.out.ecoli60.mci.I60_800	dump.out.ecoli60.mci.I14_260	1.0	1.0
dump.out.ecoli60.mci.I60_801	dump.out.ecoli60.mci.I14_261	1.0	1.0
dump.out.ecoli60.mci.I60_802	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_803	dump.out.ecoli60.mci.I14_11	0.02040816326530612	1.0
dump.out.ecoli60.mci.I60_804	dump.out.ecoli60.mci.I14_11	0.02040816326530612	1.0
dump.out.ecoli60.mci.I60_805	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_806	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_807	dump.out.ecoli60.mci.I14_262	1.0	1.0
dump.out.ecoli60.mci.I60_808	dump.out.ecoli60.mci.I14_263	1.0	1.0
dump.out.ecoli60.mci.I60_809	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_810	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_811	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_812	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_813	dump.out.ecoli60.mci.I14_264	1.0	1.0
dump.out.ecoli60.mci.I60_814	dump.out.ecoli60.mci.I14_265	1.0	1.0
dump.out.ecoli60.mci.I60_815	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_816	dump.out.ecoli60.mci.I14_15	0.03571428571428571	1.0
dump.out.ecoli60.mci.I60_817	dump.out.ecoli60.mci.I14_266	1.0	1.0
dump.out.ecoli60.mci.I60_818	dump.out.ecoli60.mci.I14_267	1.0	1.0
dump.out.ecoli60.mci.I60_819	dump.out.ecoli60.mci.I14_10	0.02	1.0
dump.out.ecoli60.mci.I60_820	dump.out.ecoli60.mci.I14_268	1.0	1.0
dump.out.ecoli60.mci.I60_821	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_822	dump.out.ecoli60.mci.I14_269	1.0	1.0
dump.out.ecoli60.mci.I60_823	dump.out.ecoli60.mci.I14_270	1.0	1.0
dump.out.ecoli60.mci.I60_824	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_825	dump.out.ecoli60.mci.I14_271	1.0	1.0
dump.out.ecoli60.mci.I60_826	dump.out.ecoli60.mci.I14_272	1.0	1.0
dump.out.ecoli60.mci.I60_827	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_828	dump.out.ecoli60.mci.I14_273	1.0	1.0
dump.out.ecoli60.mci.I60_829	dump.out.ecoli60.mci.I14_274	1.0	1.0
dump.out.ecoli60.mci.I60_830	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_831	dump.out.ecoli60.mci.I14_275	1.0	1.0
dump.out.ecoli60.mci.I60_832	dump.out.ecoli60.mci.I14_276	1.0	1.0
dump.out.ecoli60.mci.I60_833	dump.out.ecoli60.mci.I14_64	0.14285714285714285	1.0
dump.out.ecoli60.mci.I60_834	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_835	dump.out.ecoli60.mci.I14_277	1.0	1.0
dump.out.ecoli60.mci.I60_836	dump.out.ecoli60.mci.I14_278	1.0	1.0
dump.out.ecoli60.mci.I60_837	dump.out.ecoli60.mci.I14_279	1.0	1.0
dump.out.ecoli60.mci.I60_838	dump.out.ecoli60.mci.I14_280	1.0	1.0
dump.out.ecoli60.mci.I60_839	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_840	dump.out.ecoli60.mci.I14_65	0.14285714285714285	1.0
dump.out.ecoli60.mci.I60_841	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_842	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_843	dump.out.ecoli60.mci.I14_9	0.0196078431372549	1.0
dump.out.ecoli60.mci.I60_844	dump.out.ecoli60.mci.I14_281	1.0	1.0
dump.out.ecoli60.mci.I60_845	dump.out.ecoli60.mci.I14_282	1.0	1.0
dump.out.ecoli60.mci.I60_846	dump.out.ecoli60.mci.I14_283	1.0	1.0
dump.out.ecoli60.mci.I60_847	dump.out.ecoli60.mci.I14_284	1.0	1.0
dump.out.ecoli60.mci.I60_848	dump.out.ecoli60.mci.I14_285	1.0	1.0
dump.out.ecoli60.mci.I60_849	dump.out.ecoli60.mci.I14_286	1.0	1.0
dump.out.ecoli60.mci.I60_850	dump.out.ecoli60.mci.I14_287	1.0	1.0
dump.out.ecoli60.mci.I60_851	dump.out.ecoli60.mci.I14_288	1.0	1.0
dump.out.ecoli60.mci.I60_852	dump.out.ecoli60.mci.I14_289	1.0	1.0
dump.out.ecoli60.mci.I60_853	dump.out.ecoli60.mci.I14_290	1.0	1.0
dump.out.ecoli60.mci.I60_854	dump.out.ecoli60.mci.I14_291	1.0	1.0
dump.out.ecoli60.mci.I60_855	dump.out.ecoli60.mci.I14_292	1.0	1.0
dump.out.ecoli60.mci.I60_856	dump.out.ecoli60.mci.I14_293	1.0	1.0
dump.out.ecoli60.mci.I60_857	dump.out.ecoli60.mci.I14_294	1.0	1.0
dump.out.ecoli60.mci.I60_858	dump.out.ecoli60.mci.I14_295	1.0	1.0
dump.out.ecoli60.mci.I60_859	dump.out.ecoli60.mci.I14_296	1.0	1.0
dump.out.ecoli60.mci.I60_860	dump.out.ecoli60.mci.I14_297	1.0	1.0
dump.out.ecoli60.mci.I60_861	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_862	dump.out.ecoli60.mci.I14_19	0.041666666666666664	1.0
dump.out.ecoli60.mci.I60_863	dump.out.ecoli60.mci.I14_298	1.0	1.0
dump.out.ecoli60.mci.I60_864	dump.out.ecoli60.mci.I14_299	1.0	1.0
dump.out.ecoli60.mci.I60_865	dump.out.ecoli60.mci.I14_77	0.16666666666666666	1.0
dump.out.ecoli60.mci.I60_866	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_867	dump.out.ecoli60.mci.I14_300	1.0	1.0
dump.out.ecoli60.mci.I60_868	dump.out.ecoli60.mci.I14_5	0.0053475935828877	1.0
dump.out.ecoli60.mci.I60_869	dump.out.ecoli60.mci.I14_301	1.0	1.0
dump.out.ecoli60.mci.I60_870	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_871	dump.out.ecoli60.mci.I14_31	0.09090909090909091	1.0
dump.out.ecoli60.mci.I60_872	dump.out.ecoli60.mci.I14_302	1.0	1.0
dump.out.ecoli60.mci.I60_873	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_874	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_875	dump.out.ecoli60.mci.I14_303	1.0	1.0
dump.out.ecoli60.mci.I60_876	dump.out.ecoli60.mci.I14_304	1.0	1.0
dump.out.ecoli60.mci.I60_877	dump.out.ecoli60.mci.I14_305	1.0	1.0
dump.out.ecoli60.mci.I60_878	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_879	dump.out.ecoli60.mci.I14_306	1.0	1.0
dump.out.ecoli60.mci.I60_880	dump.out.ecoli60.mci.I14_15	0.03571428571428571	1.0
dump.out.ecoli60.mci.I60_881	dump.out.ecoli60.mci.I14_307	1.0	1.0
dump.out.ecoli60.mci.I60_882	dump.out.ecoli60.mci.I14_308	1.0	1.0
dump.out.ecoli60.mci.I60_883	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_884	dump.out.ecoli60.mci.I14_309	1.0	1.0
dump.out.ecoli60.mci.I60_885	dump.out.ecoli60.mci.I14_310	1.0	1.0
dump.out.ecoli60.mci.I60_886	dump.out.ecoli60.mci.I14_74	0.16666666666666666	1.0
dump.out.ecoli60.mci.I60_887	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_888	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_889	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_890	dump.out.ecoli60.mci.I14_4	0.003816793893129771	1.0
dump.out.ecoli60.mci.I60_891	dump.out.ecoli60.mci.I14_311	1.0	1.0
dump.out.ecoli60.mci.I60_892	dump.out.ecoli60.mci.I14_312	1.0	1.0
dump.out.ecoli60.mci.I60_893	dump.out.ecoli60.mci.I14_313	1.0	1.0
dump.out.ecoli60.mci.I60_894	dump.out.ecoli60.mci.I14_314	1.0	1.0
dump.out.ecoli60.mci.I60_895	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_896	dump.out.ecoli60.mci.I14_315	1.0	1.0
dump.out.ecoli60.mci.I60_897	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_898	dump.out.ecoli60.mci.I14_20	0.041666666666666664	1.0
dump.out.ecoli60.mci.I60_899	dump.out.ecoli60.mci.I14_6	0.011111111111111112	1.0
dump.out.ecoli60.mci.I60_900	dump.out.ecoli60.mci.I14_316	1.0	1.0
dump.out.ecoli60.mci.I60_901	dump.out.ecoli60.mci.I14_12	0.020833333333333332	1.0
dump.out.ecoli60.mci.I60_902	dump.out.ecoli60.mci.I14_317	1.0	1.0
dump.out.ecoli60.mci.I60_903	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_904	dump.out.ecoli60.mci.I14_318	1.0	1.0
dump.out.ecoli60.mci.I60_905	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_906	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_907	dump.out.ecoli60.mci.I14_319	1.0	1.0
dump.out.ecoli60.mci.I60_908	dump.out.ecoli60.mci.I14_320	1.0	1.0
dump.out.ecoli60.mci.I60_909	dump.out.ecoli60.mci.I14_321	1.0	1.0
dump.out.ecoli60.mci.I60_910	dump.out.ecoli60.mci.I14_322	1.0	1.0
dump.out.ecoli60.mci.I60_911	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_912	dump.out.ecoli60.mci.I14_28	0.07692307692307693	1.0
dump.out.ecoli60.mci.I60_913	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_914	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_915	dump.out.ecoli60.mci.I14_323	1.0	1.0
dump.out.ecoli60.mci.I60_916	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_917	dump.out.ecoli60.mci.I14_113	0.25	1.0
dump.out.ecoli60.mci.I60_918	dump.out.ecoli60.mci.I14_113	0.25	1.0
dump.out.ecoli60.mci.I60_919	dump.out.ecoli60.mci.I14_4	0.003816793893129771	1.0
dump.out.ecoli60.mci.I60_920	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_921	dump.out.ecoli60.mci.I14_324	1.0	1.0
dump.out.ecoli60.mci.I60_922	dump.out.ecoli60.mci.I14_21	0.043478260869565216	1.0
dump.out.ecoli60.mci.I60_923	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_924	dump.out.ecoli60.mci.I14_325	1.0	1.0
dump.out.ecoli60.mci.I60_925	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_926	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_927	dump.out.ecoli60.mci.I14_5	0.0053475935828877	1.0
dump.out.ecoli60.mci.I60_928	dump.out.ecoli60.mci.I14_5	0.0053475935828877	1.0
dump.out.ecoli60.mci.I60_929	dump.out.ecoli60.mci.I14_10	0.02	1.0
dump.out.ecoli60.mci.I60_930	dump.out.ecoli60.mci.I14_326	1.0	1.0
dump.out.ecoli60.mci.I60_931	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_932	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_933	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_934	dump.out.ecoli60.mci.I14_327	1.0	1.0
dump.out.ecoli60.mci.I60_935	dump.out.ecoli60.mci.I14_328	1.0	1.0
dump.out.ecoli60.mci.I60_936	dump.out.ecoli60.mci.I14_12	0.020833333333333332	1.0
dump.out.ecoli60.mci.I60_937	dump.out.ecoli60.mci.I14_329	1.0	1.0
dump.out.ecoli60.mci.I60_938	dump.out.ecoli60.mci.I14_330	1.0	1.0
dump.out.ecoli60.mci.I60_939	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_940	dump.out.ecoli60.mci.I14_4	0.003816793893129771	1.0
dump.out.ecoli60.mci.I60_941	dump.out.ecoli60.mci.I14_331	1.0	1.0
dump.out.ecoli60.mci.I60_942	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_943	dump.out.ecoli60.mci.I14_29	0.08333333333333333	1.0
dump.out.ecoli60.mci.I60_944	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_945	dump.out.ecoli60.mci.I14_5	0.0053475935828877	1.0
dump.out.ecoli60.mci.I60_946	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_947	dump.out.ecoli60.mci.I14_78	0.16666666666666666	1.0
dump.out.ecoli60.mci.I60_948	dump.out.ecoli60.mci.I14_36	0.1	1.0
dump.out.ecoli60.mci.I60_949	dump.out.ecoli60.mci.I14_2	0.0023584905660377358	1.0
dump.out.ecoli60.mci.I60_950	dump.out.ecoli60.mci.I14_332	1.0	1.0
dump.out.ecoli60.mci.I60_951	dump.out.ecoli60.mci.I14_333	1.0	1.0
dump.out.ecoli60.mci.I60_952	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_953	dump.out.ecoli60.mci.I14_334	1.0	1.0
dump.out.ecoli60.mci.I60_954	dump.out.ecoli60.mci.I14_335	1.0	1.0
dump.out.ecoli60.mci.I60_955	dump.out.ecoli60.mci.I14_3	0.002369668246445498	1.0
dump.out.ecoli60.mci.I60_956	dump.out.ecoli60.mci.I14_336	1.0	1.0
dump.out.ecoli60.mci.I60_957	dump.out.ecoli60.mci.I14_7	0.014285714285714285	1.0
dump.out.ecoli60.mci.I60_958	dump.out.ecoli60.mci.I14_16	0.03571428571428571	1.0
dump.out.ecoli60.mci.I60_959	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_960	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
dump.out.ecoli60.mci.I60_961	dump.out.ecoli60.mci.I14_337	1.0	1.0
dump.out.ecoli60.mci.I60_962	dump.out.ecoli60.mci.I14_338	1.0	1.0
dump.out.ecoli60.mci.I60_963	dump.out.ecoli60.mci.I14_339	1.0	1.0
dump.out.ecoli60.mci.I60_964	dump.out.ecoli60.mci.I14_340	1.0	1.0
dump.out.ecoli60.mci.I60_965	dump.out.ecoli60.mci.I14_1	0.0009354536950420954	1.0
